Substrate,ECNumber,Organism_ID_sabio,kcat,original_index
Acetyl-CoA,6.4.1.2,9606,11.8,1771
Acetyl-CoA,2.3.3.1,9823,96,1772
Acetyl-CoA,2.3.1.87,9940,34,1773
Acetyl-CoA,2.3.3.1,10116,216.6667,1774
Acetyl-CoA,6.4.1.2,10116,11.6,1775
Acetyl-CoA,2.3.1.224,36903,17.5,1776
Acetyl-CoA,2.3.3.16,56673,18,1777
Acetyl-CoA,2.3.1.30,71421,1080,1778
Acetyl-CoA,2.3.1.31,71421,5,1779
Acetyl-CoA,2.3.3.13,83331,10.7,1780
Acetyl-CoA,2.3.1.1,83332,3.333333,1781
Acetyl-CoA,2.3.3.13,83332,10.7,1782
Acetyl-CoA,2.3.1.157,83333,1500,1783
Acetyl-CoA,2.3.1.30,83333,2480,1784
Acetyl-CoA,2.3.1.8,83333,29.6,1785
Acetyl-CoA,2.3.3.1,83333,81,1786
Acetyl-CoA,2.3.3.16,83333,81,1787
Acetyl-CoA,2.3.1.30,83334,427,1788
Acetyl-CoA,2.3.3.16,107673,941.6667,1789
Acetyl-CoA,6.2.1.13,186497,411,1790
Acetyl-CoA,2.3.1.30,199310,427,1791
Acetyl-CoA,2.3.3.16,224308,100,1792
Acetyl-CoA,6.2.1.13,224325,95,1793
Acetyl-CoA,2.3.3.1,262724,0.9666667,1794
Acetyl-CoA,2.3.3.14,262724,1.533333,1795
Acetyl-CoA,4.1.3.24,272943,8.6,1796
Acetyl-CoA,2.3.1.205,330879,0.6,1797
Acetyl-CoA,2.3.1.4,330879,38,1798
Acetyl-CoA,2.3.1.57,353152,9,1799
Acetyl-CoA,2.3.1.4,559292,0.2075,1800
Acetyl-CoA,2.3.1.48,559292,1.7,1801
Acetyl-CoA,2.3.3.1,559292,11.2,1802
Acetyl-CoA,2.3.3.14,559292,0.6,1803
Acetyl-CoA,2.3.3.16,1298851,250,1804
Acetylcholine,3.1.1.7,10090,2500,1805
Acetylcyclohexane,1.14.13.84,294,3.9,1806
Acetylthiocholine,3.1.1.7,9606,7000,1807
Acetylthiocholine,3.1.1.8,9606,833.3333,1808
Acetylthiocholine,3.1.1.7,10090,2333.333,1809
Acetylthiocholine,3.1.1.8,10090,666.6667,1810
Acrylamide,3.5.1.4,208964,77.29,1811
Acrylate,6.2.1.17,267608,1.3,1812
Acrylate,6.2.1.36,399549,5.4,1813
Adenine,3.5.4.2,85962,0.007833333,1814
Adenosine,2.7.1.20,5661,1.433333,1815
Adenosine,3.3.1.1,9606,9.8,1816
Adenosine,3.5.4.4,9606,80.04,1817
Adenosine,3.5.4.4,10090,250,1818
Adenosine,3.5.4.4,36329,4.1,1819
Adenosine,3.5.4.4,85962,18.35,1820
Adenosine,3.5.4.4,243274,2.3,1821
"Adenosine 2',5'-bisphosphate",3.1.3.7,83333,13.2,1822
"Adenosine 3',5'-bisphosphate",3.1.3.7,83333,11.4,1823
"Adenosine 3',5'-bisphosphate",3.1.3.97,243365,22,1824
"Adenosine 3',5'-bisphosphate",3.1.3.7,272634,0.75,1825
"Adenosine 3',5'-bisphosphate",3.1.3.7,300852,95,1826
Adenosine 3'-phosphate,3.1.3.96,9606,4.71,1827
Adenosine 3'-phosphate,3.1.3.2,83333,33,1828
Adenosine 3'-phosphate,3.1.3.6,83333,9.84,1829
Adenosine-5'-phospho-N-methylimidazolide,3.6.1.29,9606,4.2,1830
Adenylyl-molybdopterin,2.10.1.1,3702,2.5,1831
Adenylylsulfate,1.8.4.9,4472,56,1832
Adenylylsulfate,2.7.7.4,5076,73.3,1833
Adenylylsulfate,2.7.7.4,83333,0.6,1834
Adriamycin,1.1.1.184,9606,0.21,1835
Adriamycin,1.1.1.2,9606,0.000666667,1836
Adriamycin,1.11.1.1,226185,1.2,1837
Agarose,3.2.1.81,63186,248,1838
Agarose,3.2.1.81,182262,0.46,1839
Agmatine,2.5.1.104,186497,0.1,1840
Agmatine,2.5.1.104,300852,0.37,1841
Aklavinone,2.4.1.326,33899,0.003666667,1842
Ala-Pro,3.4.13.9,57043,0.68,1843
Alanine,2.6.1.7,7159,25.66667,1844
Alanine,6.1.1.15,83333,1.7,1845
Alanine,6.2.1.n2,176299,2.3,1846
Alanine,6.2.1.n2,224911,0.14,1847
Allantoate,3.5.3.4,3055,750,1848
Allantoate,3.5.3.9,3847,37,1849
Allantoate,3.5.3.9,39947,78,1850
Amidorphin,3.4.23.41,559292,25.1,1851
Amikacin,2.7.1.95,1351,2.46,1852
Aminobutyrate,2.6.1.7,7159,5.283333,1853
Aminobutyrate,2.6.1.7,9606,2.62,1854
Amoxicillin,3.5.2.6,287,10,1855
Amoxicillin,3.5.2.6,480,36,1856
Amoxicillin,3.5.2.6,550,816,1857
Amoxicillin,3.5.1.11,562,22,1858
Amoxicillin,3.5.2.6,562,1200,1859
Amoxicillin,3.5.2.6,571,110,1860
Amoxicillin,3.5.2.6,584,50,1861
Amoxicillin,3.5.2.6,588,14,1862
Amoxicillin,3.5.2.6,817,140,1863
Amoxicillin,3.5.2.6,83331,5.666667,1864
Amoxicillin,3.5.2.6,83332,5.666667,1865
Amoxicillin,3.5.2.6,247156,190,1866
Amoxicillin,3.5.2.6,419947,2,1867
Amoxycillin,3.5.2.6,47917,460,1868
Ampicillin,3.5.2.6,287,307,1869
Ampicillin,3.5.2.6,303,560,1870
Ampicillin,3.5.2.6,480,33,1871
Ampicillin,3.5.2.6,545,119,1872
Ampicillin,3.5.2.6,550,0.36,1873
Ampicillin,3.5.1.11,562,30,1874
Ampicillin,3.5.2.6,562,1428,1875
Ampicillin,3.5.2.6,573,3700,1876
Ampicillin,3.5.2.6,588,18,1877
Ampicillin,3.5.2.6,615,58,1878
Ampicillin,3.5.2.6,817,190,1879
Ampicillin,3.5.2.6,1280,412,1880
Ampicillin,3.5.2.6,1396,5000,1881
Ampicillin,3.5.2.6,1402,2241,1882
Ampicillin,1.14.20.1,1901,0.014,1883
Ampicillin,3.5.2.6,28450,0.54,1884
Ampicillin,3.5.2.6,38313,8,1885
Ampicillin,3.5.2.6,40324,580,1886
Ampicillin,3.5.2.6,83331,11,1887
Ampicillin,3.5.2.6,83332,11,1888
Ampicillin,3.5.2.6,83333,3,1889
Ampicillin,3.5.2.6,180434,0.065,1890
Ampicillin,3.5.2.6,243276,6.8,1891
Amylamine,1.4.9.1,266,17,1892
Amylopectin,3.2.1.1,1590,190,1893
Amylopectin,3.2.1.1,1604,1300,1894
Amylose,3.2.1.1,1590,706,1895
Amylose,3.2.1.1,1604,1800,1896
Amylose,2.4.1.1,1721,52,1897
Amylose,3.2.1.1,3914,71.8,1898
Amylose,3.2.1.1,88233,225,1899
Amylose,3.2.1.3,226186,321,1900
Anandamide,3.5.1.99,3702,0.33,1901
Angiotensin II,3.4.17.23,9606,3.5,1902
Angiotensin II,3.4.24.18,10090,0.15,1903
Aniline,2.1.1.49,9986,0.3666667,1904
Anthranilate,2.1.1.277,4577,0.45,1905
Anthranilate,2.4.2.18,273057,4.2,1906
Anthranilate,2.4.2.18,559292,2.9,1907
Anthraniloyl-CoA,2.3.1.232,103355,0.022,1908
Arabinobiose,3.2.1.55,224308,32,1909
Arabinotetraose,3.2.1.99,224308,1450,1910
Arabinotriose,3.2.1.55,224308,88,1911
Arachidonyl-CoA,3.1.2.2,9606,1.4,1912
Arachidonyl-CoA,3.1.2.20,9606,0.022,1913
Arg-Gly,3.4.11.1,4081,225.3833,1914
Arg-Pro,3.4.13.9,1358,105.3575,1915
Arginine-4-nitroanilide,3.4.22.40,1359,7.41,1916
Asp-Leu,3.5.1.18,99287,113,1917
Asp-Ser,3.5.1.18,99287,96,1918
Asparagine,2.6.1.7,7159,3.833333,1919
Asparenomycin A,3.5.2.6,644,475,1920
Asparenomycin A,3.5.2.6,1396,100,1921
Asparenomycin A,3.5.2.6,40324,14,1922
Azlocillin,3.5.2.6,644,0.18,1923
Azlocillin,3.5.2.6,817,120,1924
Azlocillin,3.5.2.6,1396,205,1925
Azlocillin,3.5.2.6,40324,75,1926
Azlocillin,3.5.2.6,419947,55,1927
Aztreonam,3.5.2.6,287,10,1928
Aztreonam,3.5.2.6,550,707,1929
Aztreonam,3.5.2.6,562,84,1930
Aztreonam,3.5.2.6,573,100,1931
Aztreonam,3.5.2.6,584,5.3,1932
Aztreonam,3.5.2.6,588,9,1933
Aztreonam,3.5.2.6,47917,38,1934
Aztreonam,3.5.2.6,247156,13.2,1935
Benzaldehyde,1.14.13.84,294,2.2,1936
Benzaldehyde,4.1.2.38,294,83.33333,1937
Benzaldehyde,1.2.99.7,879,1.35,1938
Benzaldehyde,4.1.2.47,3981,3436,1939
Benzaldehyde,1.1.1.1,9606,0.9,1940
Benzaldehyde,1.1.1.2,9606,0.47,1941
Benzaldehyde,1.1.1.21,9606,2.466667,1942
Benzaldehyde,1.2.1.3,9606,5.833333,1943
Benzaldehyde,1.2.3.1,9606,0.1066667,1944
Benzaldehyde,1.2.1.5,10090,0.2,1945
Benzaldehyde,1.2.1.3,10116,0.39,1946
Benzaldehyde,1.2.1.4,29320,4.52,1947
Benzaldehyde,4.1.2.10,32224,1700,1948
Benzaldehyde,1.1.1.2,233413,7.2,1949
Benzaldehyde,1.1.1.2,246196,32.1,1950
Benzaldehyde,4.1.2.47,316758,26.6,1951
Benzaldehyde,1.1.1.21,2315449,16.6,1952
Benzene dihydrodiol,1.1.1.213,9606,0.04833333,1953
Benzene dihydrodiol,1.1.1.50,9606,0.3166667,1954
Benzene dihydrodiol,1.3.1.20,9606,0.145,1955
Benzene dihydrodiol,1.1.1.209,10090,1.033333,1956
Benzene dihydrodiol,1.1.1.213,10116,1.7,1957
"Benzene-1,2,4-triol",1.13.11.37,2045,57,1958
"Benzo[a]pyrene-7,8-diol",1.14.14.1,9606,0.0225,1959
Benzoate,2.1.1.277,4577,0.04,1960
Benzoate,6.2.1.33,72586,7.6,1961
Benzoyl phosphate,3.6.1.7,7227,735,1962
Benzoyl phosphate,3.6.1.7,9913,1524,1963
Benzoyl phosphate,3.6.1.7,70601,467,1964
Benzoyl phosphate,3.6.1.7,83333,94,1965
Benzoyl phosphate,3.6.1.7,273057,850,1966
Benzoyl-CoA,3.1.2.23,1667,1.86,1967
Benzoyl-CoA,2.3.1.74,3879,0.02883333,1968
Benzoyl-CoA,2.3.1.177,36599,0.017,1969
Benzoyl-CoA,2.3.1.196,36903,4.6,1970
Benzoyl-CoA,2.3.1.159,37565,0.009166667,1971
Benzoyl-CoA,1.3.7.8,59405,1.6,1972
Benzoyl-CoA,3.1.2.23,72586,1,1973
Benzoyl-CoA,2.3.1.196,103355,0.045,1974
Benzoyl-CoA,3.1.2.23,272558,0.068,1975
Benzoyl-Pro-Phe-Arg-p-nitroanilide,3.4.22.51,5693,3.23,1976
Benzydamine,1.14.13.8,9606,0.4333333,1977
Benzyl D-glucuronate,3.1.1.117,81056,1.45,1978
Benzyl D-glucuronate,3.1.1.117,273507,0.37,1979
Benzyl D-glucuronate,3.1.1.117,398408,0.79,1980
Benzyl D-glucuronate,3.1.1.117,515849,7.8,1981
Benzyl D-glucuronate,3.1.1.117,573729,3.5,1982
Benzyl alcohol,1.1.3.7,5323,30,1983
Benzyl alcohol,1.1.1.1,9544,0.75,1984
Benzyl alcohol,1.1.1.1,9606,9.166667,1985
Benzyl alcohol,1.1.1.1,10116,89.66667,1986
Benzyl alcohol,2.3.1.196,36903,4,1987
Benzyl alcohol,2.3.1.224,36903,17.5,1988
Benzyl alcohol,1.11.2.1,71721,471,1989
Benzyl alcohol,1.1.1.2,83333,0.04666667,1990
Benzyl alcohol,1.1.1.1,93934,2.516667,1991
Benzyl alcohol,2.3.1.196,103355,0.045,1992
Benzyl alcohol,1.1.1.1,273057,1.783333,1993
Benzyl alcohol,1.11.2.1,1973307,367,1994
Benzylacetone,1.14.13.92,83332,0.021,1995
Benzylamine,1.4.9.1,266,162,1996
Benzyloxycarbonyl-Gln-Gly,2.3.2.13,10141,1.6,1997
Benzylpenicillin methyl ester,3.5.2.6,83333,43,1998
Benzylpenicilloic acid,3.5.1.11,562,40,1999
Betaine aldehyde,1.1.3.17,1665,133,2000
Biapenem,3.5.2.6,644,300,2001
Biapenem,3.5.2.6,40324,134,2002
Bifenthrin,3.1.1.88,595605,0.44,2003
Big endothelin-1,3.4.24.71,9606,0.0002,2004
Bilirubin,1.3.3.5,309800,29,2005
Bilirubin,1.3.3.5,525904,0.57,2006
Biochanin A,1.14.14.88,3880,0.1,2007
Biochanin A,1.14.14.90,3880,0.033,2008
Biopterin,1.5.1.33,5689,2.3,2009
Biopterin,3.5.4.11,311403,46,2010
Bis(2-hydroxyethyl) terephthalate,3.1.1.102,2021,26.76,2011
Bis(2-hydroxyethyl) terephthalate,3.1.1.102,1547922,0.1,2012
Bis-4-nitrophenyl phosphate,3.1.4.4,42881,0.67,2013
Bis-4-nitrophenyl phosphate,3.1.4.17,85962,18.08333,2014
Bis-4-nitrophenyl phosphate,3.1.4.16,93061,0.73,2015
Bis-4-nitrophenyl phosphate,3.1.4.1,243232,130.2,2016
Biuret,3.5.1.84,216596,11.5,2017
Bocillin FL,3.5.2.6,243276,5,2018
Boldenone,1.3.1.3,9606,1.8,2019
Bradykinin,3.4.11.9,9606,11,2020
Bradykinin,3.4.17.12,9606,2.45,2021
Bradykinin,3.4.24.71,9606,5.8,2022
Bromoacetate,2.5.1.18,83333,27,2023
Bromocyclohexane,3.8.1.5,452662,1.8,2024
Bromocyclohexane,3.8.1.5,861109,1.8,2025
Bufuralol,1.14.14.1,10116,0.1416667,2026
Butanal,1.1.1.2,9606,0.67,2027
Butanal,1.2.98.1,9606,21.66667,2028
Butanal,1.1.1.1,10116,156,2029
Butanal,1.2.1.3,29320,3.1,2030
Butanal,1.2.1.4,29320,1.02,2031
Butanal,1.2.1.19,83333,0.3,2032
Butanal,1.2.1.3,224308,1.35,2033
Butanal,1.1.1.2,233413,4.6,2034
Butanal,1.1.1.2,246196,16.6,2035
Butanal,1.2.1.10,266265,9.5,2036
Butanoate,2.7.2.1,2210,0.18,2037
Butanoate,6.2.1.17,267608,1.7,2038
Butanoyl phosphate,3.6.1.7,9913,77,2039
Butanoyl-CoA,3.1.2.23,1667,0.0319,2040
Butanoyl-CoA,2.3.1.206,3483,0.01198333,2041
Butanoyl-CoA,2.3.1.74,3879,0.01516667,2042
Butanoyl-CoA,1.3.8.1,9606,20.7,2043
Butanoyl-CoA,1.3.8.4,9606,2.2,2044
Butanoyl-CoA,1.3.8.7,9606,11.5,2045
Butanoyl-CoA,3.1.2.20,9606,0.047,2046
Butanoyl-CoA,1.3.8.7,9823,6.2,2047
Butanoyl-CoA,1.3.8.1,9913,2.5,2048
Butanoyl-CoA,1.3.8.1,10116,28.3,2049
Butanoyl-CoA,1.3.8.7,10116,3.8,2050
Butanoyl-CoA,1.3.1.95,28446,3.5,2051
Butanoyl-CoA,2.3.1.157,83333,0.008,2052
Butirosin,2.7.1.95,1351,2.02,2053
Butyl laurate,3.1.1.3,64495,855,2054
Butylamine,1.4.9.1,266,188,2055
Butyrophenone,1.14.13.84,294,1.2,2056
Butyrylthiocholine,3.1.1.7,9606,125,2057
Butyrylthiocholine,3.1.1.8,9606,1833.333,2058
CDP,2.7.2.3,9606,0.9,2059
CDP,3.1.3.2,9606,58,2060
CDP,2.7.4.1,83333,0.1666667,2061
CDP,4.1.1.49,559292,3.8,2062
CDPcholine,3.6.1.53,10116,28.5,2063
CDPethanolamine,3.6.1.53,10116,41.3,2064
CDPglycerol,3.6.1.16,10116,28.1,2065
CDPglycerol,2.7.8.12,224308,0.3333333,2066
CENTA,3.5.2.6,83331,29.5,2067
CENTA,3.5.2.6,83332,29.5,2068
CGP-31523A,3.5.2.6,644,0.05,2069
CGP-31523A,3.5.2.6,1396,25,2070
CGP-31523A,3.5.2.6,40324,38,2071
CMP,3.1.3.91,7227,12,2072
CMP,2.7.4.14,9606,130,2073
CMP,3.1.3.5,9606,19,2074
CMP,3.1.3.91,9606,7,2075
CMP,2.7.4.14,44689,410,2076
CMP,2.7.4.25,83332,52,2077
CMP,2.7.4.25,83333,103,2078
CMP,3.1.3.2,83333,26,2079
CMP-N-acetylneuraminate,2.4.99.1,9606,0.7733333,2080
CTP,2.7.7.40,727,13,2081
CTP,2.7.1.11,1422,109.76,2082
CTP,2.5.1.17,1598,0.0086,2083
CTP,2.7.7.60,3702,26,2084
CTP,2.7.1.1,4108,1.61,2085
CTP,1.13.12.7,7054,0.04833333,2086
CTP,2.7.2.3,9606,0.008333333,2087
CTP,3.1.3.2,9606,93,2088
CTP,3.6.1.15,9606,0.0073,2089
CTP,3.6.1.9,10090,8.7,2090
CTP,2.7.1.76,44101,0.62,2091
CTP,2.7.7.38,83333,21.9,2092
CTP,2.7.7.59,83333,1.075,2093
CTP,2.7.7.60,83333,54.1,2094
CTP,2.7.7.76,83333,0.006166667,2095
CTP,3.6.1.65,83333,25.8,2096
CTP,6.3.2.5,83333,0.8833333,2097
CTP,2.7.7.60,83334,54.1,2098
CTP,2.7.7.40,93061,66.7,2099
CTP,2.7.7.60,199310,54.1,2100
CTP,2.7.1.113,224308,2.25,2101
CTP,3.6.1.9,243232,2.23,2102
CTP,3.6.1.8,246196,0.1583333,2103
CTP,2.7.1.2,419947,18.66667,2104
CTP,4.1.1.49,559292,8.9,2105
Caffeic aldehyde,1.1.1.195,3702,7.3,2106
Caffeoyl-CoA,1.2.1.44,3702,0.13,2107
Camphorquinone,1.3.1.20,9543,62.5,2108
Camphorquinone,1.1.1.2,9606,1.9,2109
Camphorquinone,1.1.1.213,9606,0.02333333,2110
Camphorquinone,1.1.1.50,9606,0.135,2111
Camphorquinone,1.1.1.n11,10090,1.1,2112
Capecitabine,3.1.1.1,9606,0.3133333,2113
Carbamate,6.3.2.1,83331,0.035,2114
Carbamate,6.3.2.1,83332,0.035,2115
Carbamate,2.7.2.2,226185,92,2116
Carbamoyl phosphate,2.1.3.3,9913,180,2117
Carbamoyl phosphate,2.1.3.2,10036,156.3,2118
Carbamoyl phosphate,2.1.3.3,83333,0.03888889,2119
Carbamoyl phosphate,6.3.4.14,83333,0.005166667,2120
Carbamoyl phosphate,6.3.5.5,83333,0.36,2121
Carbamoyl phosphate,2.1.3.3,111292,750,2122
Carbamoyl phosphate,2.1.3.3,226185,2290,2123
Carbamoyl phosphate,2.7.2.2,226185,730,2124
Carbenicillin,3.5.2.6,545,58,2125
Carbenicillin,3.5.2.6,562,149.6,2126
Carbenicillin,3.5.2.6,588,10,2127
Carbenicillin,3.5.2.6,817,260,2128
Carbenicillin,3.5.2.6,1396,755,2129
Carbenicillin,3.5.2.6,40324,277,2130
Carbenicillin,3.5.2.6,47917,100,2131
Carbenicillin,3.5.2.6,83333,0.0044,2132
Carbenicillin,3.5.2.6,196023,16,2133
Carbenicillin,3.5.2.6,243276,11.7,2134
Carbobenzoxy-Gly-Gly-Val,3.4.17.1,9913,19.5,2135
Carbobenzoxy-Gly-Gly-Val,3.4.17.1,29058,0.3,2136
Carbonyl sulfide,3.13.1.5,1071056,1800,2137
Carboxymethylcellulose,3.2.1.4,1423,246,2138
Carboxynorspermidine,4.1.1.96,216895,20.1,2139
Carboxyspermidine,4.1.1.96,216895,3.2,2140
Carnosine,2.1.1.22,9031,0.04183333,2141
Carnosine,2.1.1.22,9606,0.0595,2142
Carnosine,3.4.13.20,9606,138,2143
Carnosine,2.1.1.22,10116,0.07816667,2144
Carnosine,2.1.1.22,559292,0.01233333,2145
Carumonam,3.5.2.6,588,0.2,2146
Catechol,1.10.3.2,274,3.06,2147
Catechol,1.13.11.2,316,200,2148
Catechol,1.10.3.1,1914,10.9,2149
Catechol,1.11.1.7,3704,2200,2150
Catechol,1.10.3.2,5327,403.3,2151
Catechol,1.14.18.1,5341,877.6,2152
Catechol,1.10.3.1,36596,210,2153
Catechol,2.1.1.68,39350,0.0046,2154
Catechol,1.10.3.2,59843,8805,2155
Catechol,1.10.3.2,77133,60.19,2156
Catechol,1.10.3.1,119864,50.26,2157
Catechol,1.10.3.2,119864,4.2,2158
Catechol,1.13.11.1,237561,28,2159
Catechol,1.10.3.2,575584,14,2160
Catechol,1.10.3.2,1869214,28.47,2161
Cefaclor,3.5.2.6,480,69,2162
Cefaclor,3.5.2.6,40324,42,2163
Cefadroxil,3.5.1.11,562,50,2164
Cefadroxil,3.5.2.6,40324,23,2165
Cefamandole,3.5.2.6,1280,0.357,2166
Cefamandole,3.5.2.6,47917,6105,2167
Cefamandole,3.5.2.6,83331,58.33333,2168
Cefamandole,3.5.2.6,83332,58.33333,2169
Cefamandole,3.5.2.6,419947,22,2170
Cefazolin,3.5.2.6,545,166,2171
Cefazolin,3.5.2.6,546,5000,2172
Cefazolin,3.5.2.6,550,3000,2173
Cefazolin,3.5.2.6,562,140,2174
Cefazolin,3.5.2.6,584,13,2175
Cefazolin,3.5.2.6,1280,4.68,2176
Cefazolin,3.5.2.6,83333,477,2177
Cefazolin,3.5.2.6,419947,8,2178
Cefcapene,3.5.2.6,562,110,2179
Cefdinir,3.5.2.6,562,83,2180
Cefepime,3.5.2.6,287,119,2181
Cefepime,3.5.2.6,550,8.4,2182
Cefepime,3.5.2.6,584,4.4,2183
Cefepime,3.5.2.6,817,58,2184
Cefepime,3.5.2.6,40324,0.33,2185
Cefepime,3.5.2.6,47917,225,2186
Cefepime,3.5.2.6,180434,0.008,2187
Cefixime,3.5.2.6,817,22,2188
Cefmetazole,3.5.2.6,40324,4.7,2189
Cefoperazone,3.5.2.6,817,76,2190
Cefoperazone,3.5.2.6,47917,70,2191
Cefotaxime,3.5.2.6,287,612,2192
Cefotaxime,3.5.2.6,303,398,2193
Cefotaxime,3.5.2.6,464,430,2194
Cefotaxime,3.5.2.6,546,0.017,2195
Cefotaxime,3.5.2.6,550,286,2196
Cefotaxime,3.5.2.6,562,1400,2197
Cefotaxime,3.5.2.6,573,120,2198
Cefotaxime,3.5.2.6,584,2.2,2199
Cefotaxime,3.5.2.6,588,1.5,2200
Cefotaxime,3.5.2.6,615,1.7,2201
Cefotaxime,3.5.2.6,817,98,2202
Cefotaxime,3.5.2.6,1396,120,2203
Cefotaxime,3.5.2.6,40324,140,2204
Cefotaxime,3.5.2.6,47917,920,2205
Cefotaxime,3.5.2.6,83331,6.333333,2206
Cefotaxime,3.5.2.6,83332,6.333333,2207
Cefotaxime,3.5.2.6,83333,0.17,2208
Cefotaxime,3.5.2.6,180434,0.032,2209
Cefotaxime,3.5.2.6,196023,0.07,2210
Cefotaxime,3.5.2.6,208964,0.15,2211
Cefotaxime,3.5.2.6,247156,5,2212
Cefotiam,3.5.2.6,47917,945,2213
Cefoxitin,3.5.2.6,287,9,2214
Cefoxitin,3.5.2.6,303,7,2215
Cefoxitin,3.5.2.6,546,0.32,2216
Cefoxitin,3.5.2.6,550,5,2217
Cefoxitin,3.5.2.6,573,348,2218
Cefoxitin,3.5.2.6,615,0.014,2219
Cefoxitin,3.5.2.6,817,150,2220
Cefoxitin,3.5.2.6,1396,0.34,2221
Cefoxitin,3.5.2.6,40324,2.2,2222
Cefoxitin,3.5.2.6,83331,0.8,2223
Cefoxitin,3.5.2.6,83332,0.8,2224
Cefoxitin,3.5.2.6,83333,0.2,2225
Cefoxitin,3.5.2.6,180434,0.038,2226
Cefoxitin,3.5.2.6,208964,0.12,2227
Cefpirome,3.5.2.6,38313,0.1,2228
Cefpirome,3.5.2.6,40324,85,2229
Cefpirome,3.5.2.6,47917,745,2230
Cefprozil,3.5.2.6,40324,15,2231
Cefsulodin,3.5.2.6,287,25,2232
Cefsulodin,3.5.2.6,644,0.05,2233
Cefsulodin,3.5.2.6,1396,12.5,2234
Cefsulodin,3.5.2.6,40324,7.5,2235
Ceftazidime,3.5.2.6,287,70,2236
Ceftazidime,3.5.2.6,303,12,2237
Ceftazidime,3.5.2.6,550,4.7,2238
Ceftazidime,3.5.2.6,562,33,2239
Ceftazidime,3.5.2.6,573,119.2,2240
Ceftazidime,3.5.2.6,584,23,2241
Ceftazidime,3.5.2.6,588,12,2242
Ceftazidime,3.5.2.6,817,140,2243
Ceftazidime,3.5.2.6,38313,2,2244
Ceftazidime,3.5.2.6,47917,30,2245
Ceftazidime,3.5.2.6,83331,0.03333333,2246
Ceftazidime,3.5.2.6,83332,0.03333333,2247
Ceftazidime,3.5.2.6,180434,0.04,2248
Ceftizoxime,3.5.2.6,40324,2.7,2249
Ceftriaxone,3.5.2.6,287,25,2250
Ceftriaxone,3.5.2.6,562,81,2251
Ceftriaxone,3.5.2.6,817,53,2252
Ceftriaxone,3.5.2.6,47917,620,2253
Ceftriaxone,3.5.2.6,83331,0.8166667,2254
Ceftriaxone,3.5.2.6,83332,0.8166667,2255
Cefuroxime,3.5.2.6,287,283,2256
Cefuroxime,3.5.2.6,464,330,2257
Cefuroxime,3.5.2.6,480,4.8,2258
Cefuroxime,3.5.2.6,545,54,2259
Cefuroxime,3.5.2.6,546,0.04,2260
Cefuroxime,3.5.2.6,550,0.28,2261
Cefuroxime,3.5.2.6,562,190,2262
Cefuroxime,3.5.2.6,573,21,2263
Cefuroxime,3.5.2.6,588,3.7,2264
Cefuroxime,3.5.2.6,615,0.8,2265
Cefuroxime,3.5.2.6,817,29,2266
Cefuroxime,3.5.2.6,1280,0.009,2267
Cefuroxime,3.5.2.6,1396,35,2268
Cefuroxime,3.5.2.6,40324,80,2269
Cefuroxime,3.5.2.6,47917,540,2270
Cefuroxime,3.5.2.6,83331,8.166667,2271
Cefuroxime,3.5.2.6,83332,8.166667,2272
Cefuroxime,3.5.2.6,83333,0.15,2273
Cefuroxime,3.5.2.6,196023,0.07,2274
Cefuroxime,3.5.2.6,208964,0.05,2275
Cefuroxime,3.5.2.6,247156,3.3,2276
Cellobionic acid,2.4.1.321,190485,114,2277
Cellobionic acid,2.4.1.321,367110,306,2278
Cellobiose,3.2.1.74,4513,11.58,2279
Cellobiose,3.2.1.21,39947,1.52,2280
Cellobiose,3.2.1.25,112509,16.1,2281
Cellobiose,3.2.1.58,237561,0.14,2282
Cellobiose,2.4.1.20,309803,26.3,2283
Cellobiose,3.2.1.74,309803,285.04,2284
Cellobiose,3.2.1.21,411476,1.57,2285
Cellobiose,3.2.1.21,2822231,1.81,2286
Cellopentaose,3.2.1.74,4513,11.66,2287
Cellopentaose,3.2.1.21,39947,16.9,2288
Cellopentaose,3.2.1.25,112509,12.9,2289
Cellotetraose,3.2.1.74,4513,8.88,2290
Cellotetraose,3.2.1.21,39947,17.34,2291
Cellotetraose,3.2.1.25,112509,9.6,2292
Cellotetraose,3.2.1.58,237561,0.14,2293
Cellotetraose,3.2.1.74,309803,333.68,2294
Cellotetraose,3.2.1.21,411476,65,2295
Cellotriose,3.2.1.74,4513,1.95,2296
Cellotriose,3.2.1.21,39947,18.13,2297
Cellotriose,3.2.1.25,112509,3,2298
Cellotriose,3.2.1.74,309803,345.71,2299
Cephalexin,3.5.2.6,546,150,2300
Cephalexin,3.5.2.6,550,70,2301
Cephalexin,3.5.1.11,562,57,2302
Cephalexin,3.5.2.6,562,15,2303
Cephalexin,3.5.2.6,615,80,2304
Cephalexin,3.5.2.6,817,95,2305
Cephalexin,3.5.2.6,1396,1.7,2306
Cephalexin,3.5.2.6,40324,37,2307
Cephalexin,3.5.2.6,83333,38,2308
Cephalexin,3.5.2.6,196023,0.65,2309
Cephalexin,3.5.2.6,208964,27,2310
Cephaloglycin,3.5.2.6,1396,61,2311
Cephaloglycin,3.5.2.6,40324,19,2312
Cephaloglycin,3.5.2.6,196023,0.2,2313
Cephaloridin,3.5.2.6,287,32,2314
Cephaloridin,3.5.2.6,1396,25,2315
Cephaloridin,3.5.2.6,40324,28,2316
Cephaloridin,3.5.2.6,196023,0.12,2317
Cephaloridine,3.5.2.6,287,30,2318
